city,country,province,Continent
Berber,Sudan,River Nile,Africa
Kerma,Sudan,Northern,Africa
Ed Dueim,Sudan,White Nile,Africa
Umm Ruwaba,Sudan,North Kurdufan,Africa
En Nuhud,Sudan,South Kordofan,Africa
Muglad,Sudan,South Kordofan,Africa
Tokar,Sudan,Red Sea,Africa
Medani,Sudan,Gezira,Africa
Gedaref,Sudan,Gedarif,Africa
EdDamer,Sudan,River Nile,Africa
Atbara,Sudan,River Nile,Africa
Wadi Halfa,Sudan,Northern,Africa
Merowe,Sudan,Northern,Africa
Kosti,Sudan,White Nile,Africa
Sennar,Sudan,Sennar,Africa
El Fasher,Sudan,Northern Darfur,Africa
Kadugli,Sudan,South Kordufan,Africa
Babanusa,Sudan,South Kordofan,Africa
Geneina,Sudan,West Darfur,Africa
Omdurman,Sudan,Khartoum,Africa
El Obeid,Sudan,North Kurdufan,Africa
Port Sudan,Sudan,Red Sea,Africa
Niyala,Sudan,South Darfur,Africa
Dongola,Sudan,Northern,Africa
Kassala,Sudan,Kassala,Africa
Khartoum,Sudan,Khartoum,Africa
Onverwacht,Suriname,Para,Africa
Groningen,Suriname,Saramacca,Africa
Brownsweg,Suriname,Brokopondo,Africa
Moengo,Suriname,Marowijne,Africa
Nieuw Amsterdam,Suriname,Commewijne,Africa
Nieuw Nickerie,Suriname,Nickerie,Africa
Brokopondo,Suriname,Brokopondo,Africa
Totness,Suriname,Coronie,Africa
Cottica,Suriname,Sipaliwini,Africa
Paramaribo,Suriname,Paramaribo,Africa
Longyearbyen,Svalbard and Jan Mayen Islands,Svalbard,
Piggs Peak,Swaziland,Hhohho,Africa
Siteki,Swaziland,Lubombo,Africa
Manzini,Swaziland,Manzini,Africa
Hlatikulu,Swaziland,Shiselweni,Africa
Golela,Swaziland,Shiselweni,Africa
Lobamba,Swaziland,Manzini,Africa
Mbabane,Swaziland,Hhohho,Africa
Falun,Sweden,Dalarna,Europe
Nykoping,Sweden,Södermanland,Europe
Harnosand,Sweden,Västernorrland,Europe
Karlskrona,Sweden,Blekinge,Europe
Mariestad,Sweden,Västra Götaland,Europe
Vannersborg,Sweden,Västra Götaland,Europe
Borlänge,Sweden,Dalarna,Europe
Västerås,Sweden,Västmanland,Europe
Bollnäs,Sweden,Gävleborg,Europe
Gävle,Sweden,Gävleborg,Europe
Kalmar,Sweden,Kalmar,Europe
Växjö,Sweden,Kronoberg,Europe
Örebro,Sweden,Orebro,Europe
Norrköping,Sweden,Östergötland,Europe
Halmstad,Sweden,Halland,Europe
Karlstad,Sweden,Värmland,Europe
Skellefteå,Sweden,Västerbotten,Europe
Visby,Sweden,Gotland,Europe
Trollhättan,Sweden,Västra Götaland,Europe
Borås,Sweden,Västra Götaland,Europe
Kristianstad,Sweden,Skåne,Europe
Helsingborg,Sweden,Skåne,Europe
Jönköping,Sweden,Jönköping,Europe
Örnsköldsvik,Sweden,Västernorrland,Europe
Linköping,Sweden,Östergötland,Europe
Östersund,Sweden,Jämtland,Europe
Kiruna,Sweden,Norrbotten,Europe
Umeå,Sweden,Västerbotten,Europe
Uppsala,Sweden,Uppsala,Europe
Göteborg,Sweden,Västra Götaland,Europe
Luleå,Sweden,Norrbotten,Europe
Sundsvall,Sweden,Västernorrland,Europe
Malmö,Sweden,Skåne,Europe
Stockholm,Sweden,Stockholm,Europe
Delemont,Switzerland,Jura,Europe
Neuchatel,Switzerland,Neuchâtel,Europe
Aarau,Switzerland,Aargau,Europe
Stans,Switzerland,Nidwalden,Europe
Sion,Switzerland,Valais,Europe
Herisau,Switzerland,Appenzell Ausserrhoden,Europe
Saint Gallen,Switzerland,Sankt Gallen,Europe
Bellinzona,Switzerland,Ticino,Europe
Glarus,Switzerland,Glarus,Europe
Schaffhausen,Switzerland,Schaffhausen,Europe
Schwyz,Switzerland,Schwyz,Europe
Frauenfeld,Switzerland,Thurgau,Europe
Altdorf,Switzerland,Uri,Europe
Zug,Switzerland,Zug,Europe
Fribourg,Switzerland,Fribourg,Europe
Liestal,Switzerland,Basel-Landschaft,Europe
Solothurn,Switzerland,Solothurn,Europe
Sarnen,Switzerland,Obwalden,Europe
Appenzell,Switzerland,Appenzell Innerrhoden,Europe
Chur,Switzerland,Graubünden,Europe
Biel,Switzerland,Bern,Europe
Luzern,Switzerland,Lucerne,Europe
Lugano,Switzerland,Ticino,Europe
Lausanne,Switzerland,Vaud,Europe
Basel,Switzerland,Basel-Stadt,Europe
Bern,Switzerland,Bern,Europe
Zürich,Switzerland,Zürich,Europe
Geneva,Switzerland,Genève,Europe
Dar'a,Syria,Dar`a,Asia
Al Ladhiqiyah,Syria,Lattakia (Al Ladhiqiyah),Asia
Madinat ath Thawrah,Syria,Ar Raqqah,Asia
Izaz,Syria,Aleppo (Halab),Asia
Manbij,Syria,Aleppo (Halab),Asia
Idlib,Syria,Idlib,Asia
Al Qamishli,Syria,Hasaka (Al Haksa),Asia
Al Hasakah,Syria,Hasaka (Al Haksa),Asia
Douma,Syria,Damascus,Asia
Tartus,Syria,Tartus,Asia
Ar Raqqah,Syria,Ar Raqqah,Asia
Hamah,Syria,Hamah,Asia
Tadmur,Syria,Homs (Hims),Asia
Abu Kamal,Syria,Dayr Az Zawr,Asia
Dayr az Zawr,Syria,Dayr Az Zawr,Asia
As Suwayda,Syria,As Suwayda',Asia
Ad Nabk,Syria,Damascus,Asia
Al Qunaytirah,Syria,Golan,Asia
Hims,Syria,Homs (Hims),Asia
Aleppo,Syria,Aleppo (Halab),Asia
Damascus,Syria,Damascus,Asia
Bade,Taiwan,Taoyuan,Asia
Pingzhen,Taiwan,Taoyuan,Asia
Taibao,Taiwan,Chiayi,Asia
Taoyuan,Taiwan,Taoyuan,Asia
Yangmei,Taiwan,Taoyuan,Asia
Yilan,Taiwan,Yilan,Asia
Zhubei,Taiwan,Hsinchu,Asia
Douliou,Taiwan,Yunlin,Asia
Zhongli,Taiwan,Taoyuan,Asia
Keelung,Taiwan,Keelung City,Asia
Nantou,Taiwan,Nantou,Asia
Puzi,Taiwan,Chiayi,Asia
Changhua,Taiwan,Changhua,Asia
Chiayi,Taiwan,Chiayi City,Asia
Hsinchu,Taiwan,Hsinchu City,Asia
Miaoli,Taiwan,Miaoli,Asia
Pingtung,Taiwan,Pingtung,Asia
Hualien,Taiwan,Hualien,Asia
New Taipei,Taiwan,New Taipei City,Asia
Tainan,Taiwan,Tainan City,Asia
Taitung,Taiwan,Taitung,Asia
Magong,Taiwan,Penghu,Asia
Taichung,Taiwan,Taichung City,Asia
Kaohsiung,Taiwan,Kaohsiung City,Asia
Taipei,Taiwan,Taipei City,Asia
Leninobod,Tajikistan,Leninabad,Asia
Qurghonteppa,Tajikistan,Khatlon,Asia
Konibodom,Tajikistan,Leninabad,Asia
Kuybyshevskiy,Tajikistan,Khatlon,Asia
Kulob,Tajikistan,Khatlon,Asia
Uroteppa,Tajikistan,Leninabad,Asia
Khorugh,Tajikistan,Gorno-Badakhshan,Asia
Khujand,Tajikistan,Leninabad,Asia
Dushanbe,Tajikistan,Tadzhikistan Territories,Asia
Wete,Tanzania,Kaskazini-Pemba,Africa
Kibaha,Tanzania,Pwani,Africa
Mkokotoni,Tanzania,Kaskazini-Unguja,Africa
Tunduma,Tanzania,Mbeya,Africa
Tukuyu,Tanzania,Mbeya,Africa
Sumbawanga,Tanzania,Rukwa,Africa
Mpanda,Tanzania,Rukwa,Africa
Kipili,Tanzania,Rukwa,Africa
Karema,Tanzania,Rukwa,Africa
Geita,Tanzania,Mwanza,Africa
Nyahanga,Tanzania,Mwanza,Africa
Kahama,Tanzania,Shinyanga,Africa
Shinyanga,Tanzania,Shinyanga,Africa
Nzega,Tanzania,Tabora,Africa
Sikonge,Tanzania,Tabora,Africa
Biharamulo,Tanzania,Kagera,Africa
Bukoba,Tanzania,Kagera,Africa
Ngara,Tanzania,Kagera,Africa
Kakonko,Tanzania,Kigoma,Africa
Kasulu,Tanzania,Kigoma,Africa
Kanyato,Tanzania,Kigoma,Africa
Uvinza,Tanzania,Kigoma,Africa
Kigoma,Tanzania,Kigoma,Africa
Mikumi,Tanzania,Morogoro,Africa
Ifakara,Tanzania,Morogoro,Africa
Kilosa,Tanzania,Morogoro,Africa
Chake Chake,Tanzania,Kusini-Pemba,Africa
Kibiti,Tanzania,Pwani,Africa
Bagamoyo,Tanzania,Pwani,Africa
Kilindoni,Tanzania,Pwani,Africa
Mpwapwa,Tanzania,Dodoma,Africa
Njombe,Tanzania,Iringa,Africa
Iringa,Tanzania,Iringa,Africa
Masasi,Tanzania,Mtwara,Africa
Mtwara,Tanzania,Mtwara,Africa
Tunduru,Tanzania,Ruvuma,Africa
Mbamba Bay,Tanzania,Ruvuma,Africa
Manyoni,Tanzania,Singida,Africa
Itigi,Tanzania,Singida,Africa
Singida,Tanzania,Singida,Africa
Ngorongoro,Tanzania,Arusha,Africa
Oldeani,Tanzania,Arusha,Africa
Mbulu,Tanzania,Arusha,Africa
Babati,Tanzania,Arusha,Africa
Same,Tanzania,Kilimanjaro,Africa
Moshi,Tanzania,Kilimanjaro,Africa
Musoma,Tanzania,Mara,Africa
Korogwe,Tanzania,Tanga,Africa
Tabora,Tanzania,Tabora,Africa
Lindi,Tanzania,Lindi,Africa
Songea,Tanzania,Ruvuma,Africa
Tanga,Tanzania,Tanga,Africa
Mwanza,Tanzania,Mwanza,Africa
Morogoro,Tanzania,Morogoro,Africa
Dodoma,Tanzania,Dodoma,Africa
Arusha,Tanzania,Arusha,Africa
Mbeya,Tanzania,Mbeya,Africa
Zanzibar,Tanzania,Zanzibar West,Africa
Dar es Salaam,Tanzania,Dar-Es-Salaam,Africa
Mae Hong Son,Thailand,Mae Hong Son,Asia
Phangnga,Thailand,Phangnga,Asia
Ranong,Thailand,Ranong,Asia
Krabi,Thailand,Krabi,Asia
Phatthalung,Thailand,Phatthalung,Asia
Satun,Thailand,Satun,Asia
Lamphun,Thailand,Lamphun,Asia
Kamphaeng Phet,Thailand,Kamphaeng Phet,Asia
Phichit,Thailand,Phichit,Asia
Phetchabun,Thailand,Phetchabun,Asia
Supham Buri,Thailand,Suphan Buri,Asia
Ang Thong,Thailand,Ang Thong,Asia
Chainat,Thailand,Chai Nat,Asia
Nakhon Nayok,Thailand,Nakhon Nayok,Asia
Sing Buri,Thailand,Sing Buri,Asia
Nakhon Pathom,Thailand,Nakhon Pathom,Asia
Prachuap Khiri Khan,Thailand,Prachuap Khiri Khan,Asia
Samut Sakhon,Thailand,Samut Sakhon,Asia
Samut Songkhram,Thailand,Samut Songkhram,Asia
Yasothon,Thailand,Yasothon,Asia
Chachoengsao,Thailand,Chachoengsao,Asia
Trat,Thailand,Trat,Asia
Kalasin,Thailand,Kalasin,Asia
Maha Sarakham,Thailand,Maha Sarakham,Asia
Roi Et,Thailand,Roi Et,Asia
Pattani,Thailand,Pattani,Asia
Chumphon,Thailand,Chumphon,Asia
Thung Song,Thailand,Nakhon Si Thammarat,Asia
Trang,Thailand,Trang,Asia
Yala,Thailand,Yala,Asia
Chiang Rai,Thailand,Chiang Rai,Asia
Lampang,Thailand,Lampang,Asia
Nan,Thailand,Nan,Asia
Phayao,Thailand,Phayao,Asia
Phrae,Thailand,Phrae,Asia
Phitsanulok,Thailand,Phitsanulok,Asia
Sukhothai,Thailand,Sukhothai,Asia
Uttaradit,Thailand,Uttaradit,Asia
Kanchanaburi,Thailand,Kanchanaburi,Asia
Mae Sot,Thailand,Tak,Asia
Tak,Thailand,Tak,Asia
Uthai Thani,Thailand,Uthai Thani,Asia
Lop Buri,Thailand,Lop Buri,Asia
Prachin Buri,Thailand,Prachin Buri,Asia
Ayutthaya,Thailand,Phra Nakhon Si Ayutthaya,Asia
Pathum Thani,Thailand,Pathum Thani,Asia
Saraburi,Thailand,Saraburi,Asia
Nonthaburi,Thailand,Nonthaburi,Asia
Phetchaburi,Thailand,Phetchaburi,Asia
Hua Hin,Thailand,Prachuap Khiri Khan,Asia
Ratchaburi,Thailand,Ratchaburi,Asia
Samut Prakan,Thailand,Samut Prakan,Asia
Sisaket,Thailand,Si Sa Ket,Asia
Si Racha,Thailand,Chon Buri,Asia
Chon Buri,Thailand,Chon Buri,Asia
Chanthaburi,Thailand,Chanthaburi,Asia
Aranyaprathet,Thailand,Sa Kaeo,Asia
Rayong,Thailand,Rayong,Asia
Buriram,Thailand,Buri Ram,Asia
Chaiyaphum,Thailand,Chaiyaphum,Asia
Bua Yai,Thailand,Nakhon Ratchasima,Asia
Surin,Thailand,Surin,Asia
Loei,Thailand,Loei,Asia
Nong Khai,Thailand,Nong Khai,Asia
Sakhon Nakhon,Thailand,Sakon Nakhon,Asia
Udon Thani,Thailand,Udon Thani,Asia
Nakhon Phanom,Thailand,Nakhon Phanom,Asia
Narathiwat,Thailand,Narathiwat,Asia
Khon Kaen,Thailand,Khon Kaen,Asia
Phuket,Thailand,Phuket,Asia
Nakhon Si Thammarat,Thailand,Nakhon Si Thammarat,Asia
Songkhla,Thailand,Songkhla (Songkhla Lake),Asia
Hat Yai,Thailand,Songkhla,Asia
Nakhon Sawan,Thailand,Nakhon Sawan,Asia
Ubon Ratchathani,Thailand,Ubon Ratchathani,Asia
Surat Thani,Thailand,Surat Thani,Asia
Chiang Mai,Thailand,Chiang Mai,Asia
Nakhon Ratchasima,Thailand,Nakhon Ratchasima,Asia
Bangkok,Thailand,Bangkok Metropolis,Asia
Freeport,The Bahamas,,North America
Nassau,The Bahamas,,North America
Georgetown,The Gambia,Maccarthy Island,Africa
Basse Santa Su,The Gambia,Upper River,Africa
Kerewan,The Gambia,Lower River,Africa
Mansa Konko,The Gambia,Lower River,Africa
Bansang,The Gambia,Maccarthy Island,Africa
Brikama,The Gambia,Banjul,Africa
Banjul,The Gambia,Banjul,Africa
Bassar,Togo,Kara,Africa
Sotouboua,Togo,Centre,Africa
Kpalime,Togo,Plateaux,Africa
Sokode,Togo,Centre,Africa
Mango,Togo,Savanes,Africa
Atakpame,Togo,Plateaux,Africa
Lome,Togo,Maritime,Africa
Neiafu,Tonga,,
Nukualofa,Tonga,,
San Fernando,Trinidad and Tobago,San Fernando,South America
Port-of-Spain,Trinidad and Tobago,Port of Spain,South America
Medenine,Tunisia,Médenine,Africa
Kebili,Tunisia,Kebili,Africa
Tataouine,Tunisia,Tataouine,Africa
L'Ariana,Tunisia,Manubah,Africa
Jendouba,Tunisia,Jendouba,Africa
Kasserine,Tunisia,Kassérine,Africa
Sdid Bouzid,Tunisia,Sidi Bou Zid,Africa
Siliana,Tunisia,Siliana,Africa
Mahdia,Tunisia,Mahdia,Africa
Monastir,Tunisia,Monastir,Africa
Zaghouan,Tunisia,Zaghouan,Africa
Ben Gardane,Tunisia,Médenine,Africa
Zarzis,Tunisia,Médenine,Africa
Dehibat,Tunisia,Tataouine,Africa
Tozeur,Tunisia,Tozeur,Africa
Beja,Tunisia,Béja,Africa
Bizerte,Tunisia,Bizerte,Africa
Nabeul,Tunisia,Nabeul,Africa
El Kef,Tunisia,Le Kef,Africa
Qasserine,Tunisia,Kassérine,Africa
Gabes,Tunisia,Gabès,Africa
Gafsa,Tunisia,Gafsa,Africa
Qairouan,Tunisia,Kairouan,Africa
Sfax,Tunisia,Sfax,Africa
Sousse,Tunisia,Sousse,Africa
Tunis,Tunisia,Tunis,Africa
Kirklareli,Turkey,Kirklareli,Asia
Bilecik,Turkey,Bilecik,Asia
Sakarya,Turkey,Sakarya,Asia
Kastamonu,Turkey,Kastamonu,Asia
Burdur,Turkey,Burdur,Asia
Kirsehir,Turkey,Kirsehir,Asia
Nevsehir,Turkey,Nevsehir,Asia
Antioch,Turkey,Hatay,Asia
Giresun,Turkey,Giresun,Asia
Sinop,Turkey,Sinop,Asia
Tokat,Turkey,Tokat,Asia
Artvin,Turkey,Artvin,Asia
Bingol,Turkey,Bingöl,Asia
Bitlis,Turkey,Bitlis,Asia
Cankiri,Turkey,Çankiri,Asia
Nigde,Turkey,Nigde,Asia
Yozgat,Turkey,Yozgat,Asia
Gumushane,Turkey,Gümüshane,Asia
Siirt,Turkey,Siirt,Asia
Tunceli,Turkey,Tunceli,Asia
Aydin,Turkey,Aydin,Asia
Luleburgaz,Turkey,Kirklareli,Asia
Isparta,Turkey,Isparta,Asia
Kutahya,Turkey,Kütahya,Asia
Mugla,Turkey,Mugla,Asia
Elazig,Turkey,Elazig,Asia
Kahramanmaras,Turkey,K. Maras,Asia
Icel,Turkey,Mersin,Asia
Corum,Turkey,Çorum,Asia
Rize,Turkey,Rize,Asia
Tatvan,Turkey,Bitlis,Asia
Polatli,Turkey,Ankara,Asia
Karabuk,Turkey,Zinguldak,Asia
Nusaybin,Turkey,Mardin,Asia
Hakkari,Turkey,Hakkari,Asia
Soke,Turkey,Aydin,Asia
Balikesir,Turkey,Balikesir,Asia
Canakkale,Turkey,Çanakkale,Asia
Edirne,Turkey,Edirne,Asia
Tekirdag,Turkey,Tekirdag,Asia
Izmit,Turkey,Kocaeli,Asia
Bolu,Turkey,Bolu,Asia
Afyon,Turkey,Afyon,Asia
Denizli,Turkey,Denizli,Asia
Manisa,Turkey,Manisa,Asia
Adiyaman,Turkey,Adiyaman,Asia
Malatya,Turkey,Malatya,Asia
Tarsus,Turkey,Mersin,Asia
Samandagi,Turkey,Hatay,Asia
Hatay,Turkey,Hatay,Asia
Iskenderun,Turkey,Hatay,Asia
Amasya,Turkey,Amasya,Asia
Ordu,Turkey,Ordu,Asia
Sivas,Turkey,Sivas,Asia
Bafra,Turkey,Samsun,Asia
Erzurum,Turkey,Erzurum,Asia
Erzincan,Turkey,Erzincan,Asia
Agri,Turkey,Agri,Asia
Diyarbakir,Turkey,Diyarbakir,Asia
Mus,Turkey,Mus,Asia
Zonguldak,Turkey,Zinguldak,Asia
Eregli,Turkey,Konya,Asia
Karaman,Turkey,Karaman,Asia
Usak,Turkey,Usak,Asia
Kilis,Turkey,Gaziantep,Asia
Kirikkale,Turkey,Kinkkale,Asia
Kars,Turkey,Kars,Asia
Mardin,Turkey,Mardin,Asia
Batman,Turkey,Batman,Asia
Van,Turkey,Van,Asia
Adapazari,Turkey,Sakarya,Asia
Trabzon,Turkey,Trabzon,Asia
Sanliurfa,Turkey,Sanliurfa,Asia
Eskisehir,Turkey,Eskisehir,Asia
Antalya,Turkey,Antalya,Asia
Kayseri,Turkey,Kayseri,Asia
Gaziantep,Turkey,Gaziantep,Asia
Izmir,Turkey,Izmir,Asia
Bursa,Turkey,Bursa,Asia
Samsun,Turkey,Samsun,Asia
Konya,Turkey,Konya,Asia
Adana,Turkey,Adana,Asia
Ankara,Turkey,Ankara,Asia
Istanbul,Turkey,Istanbul,Asia
Gyzlarbat,Turkmenistan,Balkan,Asia
Celeken,Turkmenistan,Balkan,Asia
Tejen,Turkmenistan,Ahal,Asia
Buzmeyin,Turkmenistan,Ahal,Asia
Koneurgench,Turkmenistan,Tashauz,Asia
Balkanabat,Turkmenistan,Balkan,Asia
Kaka,Turkmenistan,Ahal,Asia
Atamyrat,Turkmenistan,Chardzhou,Asia
Dasoguz,Turkmenistan,Tashauz,Asia
Turkmenbasy,Turkmenistan,Balkan,Asia
Turkmenabat,Turkmenistan,Chardzhou,Asia
Mary,Turkmenistan,Mary,Asia
Ashgabat,Turkmenistan,Ahal,Asia
Grand Turk,Turks and Caicos Islands,,
Funafuti,Tuvalu,,
Kalangala,Uganda,Kalangala,Africa
Kumi,Uganda,Kumi,Africa
Kaberamaido,Uganda,Kaberamaido,Africa
Kayunga,Uganda,Kayunga,Africa
Iganga,Uganda,Iganga,Africa
Kamuli,Uganda,Kamuli,Africa
Pallisa,Uganda,Pallisa,Africa
Mpigi,Uganda,Mpigi,Africa
Adjumani,Uganda,Adjumani,Africa
Nebbi,Uganda,Nebbi,Africa
Kiboga,Uganda,Kiboga,Africa
Nakasongola,Uganda,Nakasongola,Africa
Bombo,Uganda,Bamunanika,Africa
Masindi,Uganda,Masindi,Africa
Fort Portal,Uganda,Kabarole,Africa
Kibale,Uganda,Kibale,Africa
Sironko,Uganda,Budadiri,Africa
Busia,Uganda,Busia,Africa
Katakwi,Uganda,Usuk,Africa
Ntungamo,Uganda,Ntungamo,Africa
Kisoro,Uganda,Kisoro,Africa
Jinja,Uganda,Jinja,Africa
Soroti,Uganda,Soroti,Africa
Arua,Uganda,Arua Municipality,Africa
Pakwach,Uganda,Nebbi,Africa
Moyo,Uganda,Moyo,Africa
Entebbe,Uganda,Wakiso,Africa
Mubende,Uganda,Mubende,Africa
Mityana,Uganda,Busujju,Africa
Kitgum,Uganda,Kitgum,Africa
Lira,Uganda,Lira,Africa
Masindi-Port,Uganda,Masindi,Africa
Mbale,Uganda,Bungokho,Africa
Tororo,Uganda,Tororo,Africa
Kaabong,Uganda,Kaabong,Africa
Moroto,Uganda,Moroto,Africa
Masaka,Uganda,Masaka,Africa
Katwe,Uganda,Kasese,Africa
Mbarara,Uganda,Kashari,Africa
Kabale,Uganda,Kabale,Africa
Kasese,Uganda,Kasese,Africa
Gulu,Uganda,Aswa,Africa
Kampala,Uganda,Kampala,Africa
Mykolayiv,Ukraine,Mykolayiv,Europe
Chernihiv,Ukraine,Chernihiv,Europe
Khmelnytskyy,Ukraine,Khmel'nyts'kyy,Europe
Kamyanets-Podilskyy,Ukraine,Khmel'nyts'kyy,Europe
Drohobych,Ukraine,L'viv,Europe
Uzhgorod,Ukraine,Transcarpathia,Europe
Uman,Ukraine,Cherkasy,Europe
Brovary,Ukraine,Kiev,Europe
Bila Tserkva,Ukraine,Kiev,Europe
Illichivsk,Ukraine,Odessa,Europe
Konotop,Ukraine,Sumy,Europe
Kryvyy Rih,Ukraine,Dnipropetrovs'k,Europe
Makiyivka,Ukraine,Donets'k,Europe
Horlivka,Ukraine,Donets'k,Europe
Kramatorsk,Ukraine,Donets'k,Europe
Berdyansk,Ukraine,Zaporizhzhya,Europe
Dzhankoy,Ukraine,Crimea,Europe
Yevpatoriya,Ukraine,Crimea,Europe
Kerch,Ukraine,Crimea,Europe
Simferopol,Ukraine,Crimea,Europe
Kherson,Ukraine,Crimea,Europe
Voznesensk,Ukraine,Mykolayiv,Europe
Nizhyn,Ukraine,Chernihiv,Europe
Rivne,Ukraine,Rivne,Europe
Chernivtsi,Ukraine,Chernivtsi,Europe
Ivano-Frankivsk,Ukraine,Ivano-Frankivs'k,Europe
Ternopil,Ukraine,Ternopil',Europe
Lutsk,Ukraine,Volyn,Europe
Kovel,Ukraine,Volyn,Europe
Cherkasy,Ukraine,Cherkasy,Europe
Kirovohrad,Ukraine,Kirovohrad,Europe
Izmayil,Ukraine,Odessa,Europe
Vinnytsya,Ukraine,Vinnytsya,Europe
Korosten,Ukraine,Zhytomyr,Europe
Shostka,Ukraine,Sumy,Europe
Nikopol,Ukraine,Dnipropetrovs'k,Europe
Kupyansk,Ukraine,Kharkiv,Europe
Lysychansk,Ukraine,Luhans'k,Europe
Luhansk,Ukraine,Luhans'k,Europe
Poltava,Ukraine,Poltava,Europe
Kremenchuk,Ukraine,Poltava,Europe
Melitopol,Ukraine,Zaporizhzhya,Europe
Zaporizhzhya,Ukraine,Zaporizhzhya,Europe
Yalta,Ukraine,Crimea,Europe
Chernobyl,Ukraine,Kiev,Europe
Sumy,Ukraine,Sumy,Europe
Mariupol,Ukraine,Donets'k,Europe
Lvov,Ukraine,L'viv,Europe
Odessa,Ukraine,Odessa,Europe
Zhytomyr,Ukraine,Zhytomyr,Europe
Dnipropetrovsk,Ukraine,Dnipropetrovs'k,Europe
Donetsk,Ukraine,Donets'k,Europe
Kharkiv,Ukraine,Kharkiv,Europe
Sevastapol,Ukraine,Crimea,Europe
Kiev,Ukraine,Kiev,Europe
Umm al Qaywayn,United Arab Emirates,Umm Al Qaywayn,Asia
Sharjah,United Arab Emirates,Sharjah,Asia
Jabal Ali,United Arab Emirates,Dubay,Asia
Ras al Khaymah,United Arab Emirates,Ras Al Khaymah,Asia
Al Fujayrah,United Arab Emirates,Fujayrah,Asia
Al Ayn,United Arab Emirates,Abu Dhabi,Asia
Abu Dhabi,United Arab Emirates,Abu Dhabi,Asia
Dubai,United Arab Emirates,Dubay,Asia
Greenock,United Kingdom,Inverclyde,Europe
Sunderland,United Kingdom,Tyne and Wear,Europe
Southampton,United Kingdom,Southampton,Europe
Bristol,United Kingdom,Bristol,Europe
Bournemouth,United Kingdom,Bournemouth,Europe
Omagh,United Kingdom,Omagh,Europe
Chester,United Kingdom,Cheshire,Europe
Swansea,United Kingdom,Swansea,Europe
Carlisle,United Kingdom,Cumbria,Europe
Southend-on-Sea,United Kingdom,Southend-on-Sea,Europe
Reading,United Kingdom,Oxfordshire,Europe
Leicester,United Kingdom,Leicester,Europe
Bradford,United Kingdom,West Yorkshire,Europe
Sheffield,United Kingdom,South Yorkshire,Europe
Fort William,United Kingdom,Highland,Europe
Ayr,United Kingdom,South Ayrshire,Europe
Aberdeen,United Kingdom,Aberdeen,Europe
Perth,United Kingdom,Perthshire and Kinross,Europe
Dundee,United Kingdom,Dundee,Europe
Middlesbrough,United Kingdom,Stockton-on-Tees,Europe
Coventry,United Kingdom,West Midlands,Europe
Bath,United Kingdom,Bath and North East Somerset,Europe
Exeter,United Kingdom,Devon,Europe
Cambridge,United Kingdom,Cambridgeshire,Europe
Kingston upon Hull,United Kingdom,Kingston upon Hull,Europe
Londonderry,United Kingdom,Derry,Europe
Lisburn,United Kingdom,Dungannon,Europe
Penzance,United Kingdom,Cornwall,Europe
York,United Kingdom,York,Europe
Blackpool,United Kingdom,Lancashire,Europe
Dumfries,United Kingdom,Dumfries and Galloway,Europe
Scarborough,United Kingdom,North Yorkshire,Europe
Plymouth,United Kingdom,Plymouth,Europe
Ipswich,United Kingdom,Suffolk,Europe
Norwich,United Kingdom,Norfolk,Europe
Brighton,United Kingdom,Brighton and Hove,Europe
Kirkwall,United Kingdom,Moray,Europe
Inverness,United Kingdom,Highland,Europe
Oxford,United Kingdom,Oxfordshire,Europe
Luton,United Kingdom,Luton,Europe
Portsmouth,United Kingdom,Portsmouth,Europe
Peterborough,United Kingdom,Peterborough,Europe
Nottingham,United Kingdom,Nottingham,Europe
Stoke,United Kingdom,Stoke-on-Trent,Europe
Dover,United Kingdom,Kent,Europe
Edinburgh,United Kingdom,Edinburgh,Europe
Newcastle,United Kingdom,Tyne and Wear,Europe
Liverpool,United Kingdom,Merseyside,Europe
Cardiff,United Kingdom,Cardiff,Europe
Wick,United Kingdom,Highland,Europe
Leeds,United Kingdom,West Yorkshire,Europe
Lerwick,United Kingdom,Aberdeen,Europe
Manchester,United Kingdom,Manchester,Europe
Birmingham,United Kingdom,West Midlands,Europe
Belfast,United Kingdom,Belfast,Europe
Glasgow,United Kingdom,Glasgow,Europe
London,United Kingdom,Westminster,Europe
Faribault,United States of America,Minnesota,North America
Mankato,United States of America,Minnesota,North America
Albert Lea,United States of America,Minnesota,North America
Willmar,United States of America,Minnesota,North America
Brainerd,United States of America,Minnesota,North America
Crookston,United States of America,Minnesota,North America
Hardin,United States of America,Montana,North America
Glendive,United States of America,Montana,North America
Dillon,United States of America,Montana,North America
Polson,United States of America,Montana,North America
Devils Lake,United States of America,North Dakota,North America
Burley,United States of America,Idaho,North America
Wallace,United States of America,Idaho,North America
Kennewick,United States of America,Washington,North America
Centralia,United States of America,Washington,North America
Glendale,United States of America,Arizona,North America
Safford,United States of America,Arizona,North America
Casa Grande,United States of America,Arizona,North America
Mesa,United States of America,Arizona,North America
Lake Havasu City,United States of America,Arizona,North America
Berkeley,United States of America,California,North America
National City,United States of America,California,North America
Mendocino,United States of America,California,North America
Paso Robles,United States of America,California,North America
Riverside,United States of America,California,North America
Delano,United States of America,California,North America
San Mateo,United States of America,California,North America
Vallejo,United States of America,California,North America
Glenwood Springs,United States of America,Colorado,North America
Aurora,United States of America,Colorado,North America
